Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Graham Hill,HIL,BRM,110,2:19:22.100,9
2,2,Richie Ginther,GIN,BRM,110,+34.300s,6
3,8,Jim Clark,CLA,Lotus Climax,109,+1 lap,4
4,5,Jack Brabham,BRA,Brabham Climax,108,+2 laps,3
5,24,Lorenzo Bandini,BAN,Ferrari,106,+4 laps,2
6,12,Carel Godin de Beaufort,DEB,Porsche,99,+11 laps,1
7,21,Peter Broeker,BRO,Stebro Ford,88,+22 laps,0
8,11,Jo Bonnier,BON,Cooper Climax,85,+25 laps,0
9,23,John Surtees,SUR,Ferrari,82,DNF,0
10,16,Jim Hall,HAL,Lotus BRM,76,DNF,0
11,3,Bruce McLaren,MCL,Cooper Climax,74,DNF,0
NC,14,Jo Siffert,SIF,Lotus BRM,56,DNF,0
NC,18,Rodger Ward,WAR,Lotus BRM,44,DNF,0
NC,4,Tony Maggs,MAG,Cooper Climax,44,DNF,0
NC,6,Dan Gurney,GUR,Brabham Climax,42,DNF,0
NC,10,Pedro Rodriguez,ROD,Lotus Climax,36,DNF,0
NC,9,Trevor Taylor,TAY,Lotus Climax,24,DNF,0
NC,17,Masten Gregory,GRE,Lola Climax,14,DNF,0
NC,22,Hap Sharp,SHA,Lotus BRM,6,DNF,0
NC,25,Phil Hill,HIL,ATS,4,DNF,0
NC,26,Giancarlo Baghetti,BAG,ATS,0,DNF,0
